HGNC.symbol,UniProt.Ac
DUSP19,Q8WTR2
CYP2F1,P24903
HBA2,P69905
HIF3A,Q9Y2N7
NRBP2,Q9NSY0
PLA2G16,P53816
PDLIM4,P50479
ANLN,Q9NQW6
NEK11,Q8NG66
PRELP,P51888
WDR52,Q96MT7
RAET1G,Q6H3X3
EPHB1,P54762
PAXBP1,Q9Y5B6
DDX21,Q9NR30
DAXX,Q9UER7
IL15,P40933
RLF,Q13129
INTU,Q9ULD6
COL1A1,P02452
TAP2,Q03519
ABCE1,P61221
ATP2A1,O14983
CECR2,Q9BXF3
CPEB3,Q8NE35
CENPJ,Q9HC77
SKIV2L,Q15477
GABBR1,Q9UBS5
SLCO4A1,Q96BD0
OPTC,Q9UBM4
SLC2A8,Q9NY64
EIF1B,O60739
TAF11,Q15544
SLC9A3R1,O14745
RASSF7,Q02833
TMCO2,Q7Z6W1
PXT1,Q8NFP0
NMD3,Q96D46
SLC22A7,Q9Y694
FGFR1,P11362
HBA1,P69905
HNF1A,P20823
MTFR2,Q6P444
NCOA5,Q9HCD5
ARSD,P51689
ACTA2,P62736
SIGLEC1,Q9BZZ2
C2orf43,Q9H6V9
ATL3,Q6DD88
ADRBK2,P35626
DMAP1,Q9NPF5
VGLL4,Q14135
HBQ1,P09105
POLR3A,O14802
C2orf76,Q3KRA6
HIVEP2,P31629
TFB1M,Q8WVM0
BPY2B,O14599
PABPC3,Q9H361
RENBP,P51606
GNB5,O14775
SLC25A18,Q9H1K4
MIEF2,Q96C03
CYP2S1,Q96SQ9
ULBP2,Q9BZM5
GNAS,O95467
RETN,Q9HD89
CCDC91,Q7Z6B0
LRRC24,Q50LG9
AMER2,Q8N7J2
ENKD1,Q9H0I2
ZNF830,Q96NB3
DCLK2,Q8N568
ZNF79,Q15937
WDR43,Q15061
NABP2,Q9BQ15
USP48,Q86UV5
SH3YL1,Q96HL8
ENTPD3,O75355
CLK1,P49759
PYGM,P11217
KCTD20,Q7Z5Y7
DSP,P15924
NUP35,Q8NFH5
MARCH5,Q9NX47
TFAP2B,Q92481
C21orf49,Q17RA5
C19orf59,Q8IX19
C16orf86,Q6ZW13
SYNE3,Q6ZMZ3
C18orf8,Q96DM3
TMEM236,Q5W0B7
USP45,Q70EL2
H1FX,Q92522
CD40,P25942
NTSR1,P30989
TRAPPC5,Q8IUR0
C8orf82,Q6P1X6
ZMPSTE24,O75844
C21orf62,Q9NYP8
ARSE,P51690
PERP,Q96FX8
TMEM97,Q5BJF2
ULBP1,Q9BZM6
GMNN,O75496
MRGBP,Q9NV56
GFOD2,Q3B7J2
KIF3C,O14782
GLDC,P23378
EFCAB12,Q6NXP0
P2RX1,P51575
CLDN20,P56880
SPG21,Q9NZD8
MRC1,P22897
RPL12,P30050
OLIG2,Q13516
TSLP,Q969D9
ADAMTS12,P58397
CARD16,Q5EG05
SLC39A12,Q504Y0
ARSH,Q5FYA8
WDR65,Q96MR6
ACAD10,Q6JQN1
OLIG1,Q8TAK6
KIFC1,Q9BW19
MTMR6,Q9Y217
CCL16,O15467
KAT5,Q92993
ANKS1A,Q92625
LIMS1,P48059
CARD17,Q5XLA6
C21orf54,A6NM66
CARD18,P57730
ARSF,P54793
PSMB8,P28062
FCER2,P06734
CYP21A2,P08686
C7orf49,Q9BWK5
CMBL,Q96DG6
RAET1L,Q5VY80
SV2A,Q7L0J3
CDH22,Q9UJ99
CRIP3,Q6Q6R5
ANKRD13A,Q8IZ07
OGFR,Q9NZT2
CXorf28,A6NGU7
IKZF5,Q9H5V7
AIMP1,Q12904
BTN3A1,O00481
BAG3,O95817
NASP,P49321
GIMAP4,Q9NUV9
DENND5A,Q6IQ26
SLC35B2,Q8TB61
ATP6V1E1,P36543
MXRA5,Q9NR99
C4orf46,Q504U0
TTC5,Q8N0Z6
AOAH,P28039
ARHGAP39,Q9C0H5
NOX3,Q9HBY0
CCL14,Q16627
FAM151B,Q6UXP7
ANGEL1,Q9UNK9
TLK2,Q86UE8
GIMAP6,Q6P9H5
PRKX,P51817
RANBP10,Q6VN20
ATP2B4,P23634
SFXN3,Q9BWM7
SLC9B1P1,A6NJY1
CASP2,P42575
PHRF1,Q9P1Y6
MAFK,O60675
TBKBP1,A7MCY6
AXL,P30530
CLEC4G,Q6UXB4
ALDH3A1,P30838
LUC7L,Q9NQ29
HBS1L,Q9Y450
SLC25A31,Q9H0C2
KSR2,Q6VAB6
PSD4,Q8NDX1
RTN3,O95197
RGMA,Q96B86
LIG3,P49916
SAPCD1,Q5SSQ6
ULBP3,Q9BZM4
NUPL1,Q9BVL2
KIAA1244,Q5TH69
MAPKBP1,O60336
ADRB1,P08588
ARRDC3,Q96B67
IFNAR2,P48551
ETFDH,Q16134
HSPA12B,Q96MM6
LAX1,Q8IWV1
NPC1,O15118
RNASEH2C,Q8TDP1
PSMB9,P28065
ABCC3,O15438
RPL14,P50914
GRIA4,P48058
DBI,P07108
C12orf76,Q8N812
NOL11,Q9H8H0
DXO,O77932
CARS,P49589
TMEM184A,Q6ZMB5
TMEM125,Q96AQ2
AP5B1,Q2VPB7
MKX,Q8IYA7
STXBP5,Q5T5C0
MBD4,O95243
SF3B4,Q15427
TRIM39,Q9HCM9
TOLLIP,Q9H0E2
DAZ3,Q9NR90
ITIH5,Q86UX2
OVOL1,O14753
NLGN4X,Q8N0W4
AIG1,Q9NVV5
MYO5C,Q9NQX4
C1orf210,Q8IVY1
NUDT16,Q96DE0
PRIM1,P49642
LNPEP,Q9UIQ6
PPID,Q08752
GJD4,Q96KN9
SYNRG,Q9UMZ2
CDK15,Q96Q40
LLPH,Q9BRT6
ELL,P55199
VWA7,Q9Y334
RABEP2,Q9H5N1
SYNE2,Q8WXH0
IL10RB,Q08334
MTFMT,Q96DP5
WDR36,Q8NI36
ADD2,P35612
VCX3A,Q9NNX9
ZNF619,Q8N2I2
HCFC1,P51610
FZD8,Q9H461
ZNF546,Q86UE3
LDLRAD2,Q5SZI1
GORASP2,Q9H8Y8
TBX21,Q9UL17
PPP1R14C,Q8TAE6
HSPA4L,O95757
RAB10,P61026
GIMAP2,Q9UG22
INPP5F,Q9Y2H2
CFL1,P23528
PBOV1,Q9GZY1
CTSB,P07858
PPP5C,P53041
FAM161A,Q3B820
ZC3H11A,O75152
MSANTD4,Q8NCY6
SPTSSB,Q8NFR3
KDM4C,Q9H3R0
COL9A2,Q14055
MYO18B,Q8IUG5
IFT20,Q8IY31
FXR1,P51114
ERI3,O43414
SLC22A4,Q9H015
FGB,P02675
USP9Y,O00507
HDHD1,Q08623
RPL23A,P62750
ZBED6,P86452
SPEF2,Q9C093
LRSAM1,Q6UWE0
DKK2,Q9UBU2
FNIP2,Q9P278
INPP4B,O15327
PHKA1,P46020
PNO1,Q9NRX1
OTOL1,A6NHN0
DOCK10,Q96BY6
C4orf45,Q96LM5
GIMAP1,Q8WWP7
SNRPE,P62304
BCL2L13,Q9BXK5
MYO15B,Q96JP2
CCNB1IP1,Q9NPC3
MSRB2,Q9Y3D2
BASP1,P80723
IFNAR1,P17181
NAT9,Q9BTE0
ZNF251,Q9BRH9
TMBIM4,Q9HC24
SNX32,Q86XE0
STS,P08842
NFKBIE,O00221
RBP2,P50120
COL9A3,Q14050
TIE1,P35590
MAL2,Q969L2
MED28,Q9H204
HEBP2,Q9Y5Z4
ALDH7A1,P49419
C20orf27,Q9GZN8
TMEM41B,Q5BJD5
VCX,Q9H320
IYD,Q6PHW0
IRF7,Q92985
OTUD4,Q01804
HSPA1L,P34931
COCH,O43405
TAP1,Q03518
ACADSB,P45954
PSMG3,Q9BT73
CCDC17,Q96LX7
GIMAP5,Q96F15
TMEM261,Q96GE9
HSPA1A,P08107
BCLAF1,Q9NYF8
AZI1,Q9UPN4
ANKRD17,O75179
RFC5,P40937
SLC35C2,Q9NQQ7
ARID1B,Q8NFD5
PROM2,Q8N271
PNPLA4,P41247
SLC51B,Q86UW2
HSPA1B,P08107
STK19,P49842
C10orf118,Q7Z3E2
SLC22A5,O76082
ZNF34,Q8IZ26
WIPF1,O43516
CXXC1,Q9P0U4
CNFN,Q9BYD5
VCX2,Q9H322
FAM184B,Q9ULE4
GOLGA8F,Q08AF8
ATP8A2,Q9NTI2
NRCAM,Q92823
SOX13,Q9UN79
TAMM41,Q96BW9
FKBP8,Q14318
RASL12,Q9NYN1
DCAF16,Q9NXF7
RBP1,P09455
PMEL,P40967
PLEKHM1,Q9Y4G2
CDH18,Q13634
SLC39A5,Q6ZMH5
INO80B,Q9C086
VCX3B,Q9H321
KBTBD13,C9JR72
ATP2A3,Q93084
PAPSS1,O43252
ITFG3,Q9H0X4
MYCT1,Q8N699
KAZALD1,Q96I82
PLEC,Q15149
ARL1,P40616
UBAP1L,F5GYI3
ANKRD34B,A5PLL1
RAPGEF2,Q9Y4G8
ELFN1,P0C7U0
DAAM2,Q86T65
TOP3A,Q13472
C6orf48,Q9UBA6
SHISA2,Q6UWI4
LIPE,Q05469
TLCD1,Q96CP7
SF1,Q15637
RNF144B,Q7Z419
IFNGR2,P38484
STK38,Q15208
ARMC4,Q5T2S8
ANKRD29,Q8N6D5
HSPG2,P98160
CD209,Q9NNX6
TMEM151B,Q8IW70
IPO7,O95373
SEZ6L,Q9BYH1
C11orf84,Q9BUA3
SPEF1,Q9Y4P9
GPBP1L1,Q9HC44
MARCH6,O60337
VIP,P01282
CCDC8,Q9H0W5
TMEM176B,Q3YBM2
NHSL1,Q5SYE7
ZNF318,Q5VUA4
GPKOW,Q92917
GEMIN5,Q8TEQ6
KAL1,P23352
KRR1,Q13601
ZNF780B,Q9Y6R6
SRSF3,P84103
MUS81,Q96NY9
PNMAL1,Q86V59
RNF6,Q9Y252
IDE,P14735
ETNK2,Q9NVF9
KIAA1279,Q96EK5
ELMO1,Q92556
HLA-DOB,P13765
DHFR,P00374
ZNF804A,Q7Z570
KY,Q8NBH2
TMEM140,Q9NV12
MPL,P40238
ANKRD30A,Q9BXX3
PDCD7,Q8N8D1
PPP5D1,E7EU14
MAGIX,Q9H6Y5
TMEM69,Q5SWH9
TMEM50B,P56557
FAM129B,Q96TA1
FSTL5,Q8N475
FAM9A,Q8IZU1
BRSK2,Q8IWQ3
LRBA,P50851
SPICE1,Q8N0Z3
CXCL17,Q6UXB2
CENPB,P07199
APOB,P04114
TMEM87B,Q96K49
CCNB1,P14635
RNF113A,O15541
DNAJC28,Q9NX36
TMEM132B,Q14DG7
LIX1,Q8N485
RPS24,P62847
HLA-DMB,P28068
KBTBD3,Q8NAB2
PPIL3,Q9H2H8
ZNF780A,O75290
ADAT2,Q7Z6V5
NMNAT3,Q96T66
TLX1NB,P0CAT3
IPP,Q9Y573
OR2H2,O95918
FAM9B,Q8IZU0
NCAPG,Q9BPX3
FBXO5,Q9UKT4
NDUFA1,O15239
SI,P14410
OAS2,P29728
GLRX5,Q86SX6
PLA2G4B,P0C869
MTMR11,A4FU01
PLK4,O00444
TMEM242,Q9NWH2
CDKN1A,P38936
ASPHD2,Q6ICH7
TLX1,P31314
DEFB136,Q30KP8
FGA,P02671
ID4,P47928
BID,P55957
SSR3,Q9UNL2
DEFB135,Q30KP9
RXFP3,Q9NSD7
LRRC10,Q5BKY1
LBX1,P52954
DEFB134,Q4QY38
OSBPL7,Q9BZF2
TCL1B,O95988
IFT81,Q8WYA0
AASDHPPT,Q9NRN7
CDK8,P49336
CDC20,Q12834
CCL26,Q9Y258
HMX3,A6NHT5
MRPL3,P09001
SAMD5,Q5TGI4
MAD1L1,Q9Y6D9
AKAP14,Q86UN6
HMX2,A2RU54
DMRTC1B,Q5HYR2
RNF220,Q5VTB9
ZNF705D,P0CH99
MCTP2,Q6DN12
HSD17B6,O14756
CCL24,O00175
USP17L2,Q6R6M4
MED1,Q15648
REN,P00797
EFEMP2,O95967
DENND3,A2RUS2
KCNAB3,O43448
WDR91,A4D1P6
KISS1,Q15726
CDH12,P55289
PLEKHG1,Q9ULL1
RGS11,O94810
PLAU,P00749
TMEM187,Q14656
TSNAXIP1,Q2TAA8
TCTE1,Q5JU00
MBOAT1,Q6ZNC8
GOLT1A,Q6ZVE7
DMRTC1,Q5HYR2
PKHD1,P08F94
FSIP2,Q5CZC0
GUCY1A2,P33402
CEACAM1,P13688
BEST3,Q8N1M1
SKA1,Q96BD8
SLC3A1,Q07837
PPP3R1,P63098
MRC2,Q9UBG0
SMAP2,Q8WU79
RAB19,A4D1S5
C14orf166B,Q0VAA2
MREG,Q8N565
WBP1,Q96G27
ZNF620,Q6ZNG0
ZDHHC14,Q8IZN3
TBL1X,O60907
RHBDD2,Q6NTF9
FAM65B,Q9Y4F9
CLCN1,P35523
TCL1A,P56279
PTF1A,Q7RTS3
TCFL5,Q9UL49
C5orf56,Q8N8D9
TIMP4,Q99727
WASF3,Q9UPY6
TIPARP,Q7Z3E1
WDR70,Q9NW82
C10orf115,Q5QP74
UBE2B,P63146
HLA-DMA,P28067
LCORL,Q8N3X6
ELOVL1,Q9BW60
GPR12,P47775
CNRIP1,Q96F85
FAM86B1,Q8N7N1
GOLGA8G,Q08AF8
TCP11,Q8WWU5
C10orf67,Q8IYJ2
BTRC,Q9Y297
FAM179A,Q6ZUX3
MAPK4,P31152
NEK8,Q86SG6
SNRNP48,Q6IEG0
CD19,P15391
TMEM37,Q8WXS4
ZNF143,P52747
MTRF1L,Q9UGC7
ZNF621,Q6ZSS3
GTF3C3,Q9Y5Q9
RMDN1,Q96DB5
PABPC1L2B,Q5JQF8
KXD1,Q9BQD3
SRGN,P10124
CCL15,Q16663
CTSW,P56202
PLEKHA6,Q9Y2H5
PABPC1L2A,Q5JQF8
EPC1,Q9H2F5
SASH1,O94885
CCDC28A,Q8IWP9
MKRN1,Q9UHC7
CDC25B,P30305
SMAD1,Q15797
CDKN2AIPNL,Q96HQ2
TMEM132C,Q8N3T6
PPP1R15B,Q5SWA1
MOG,Q16653
FAR2,Q96K12
SCTR,P47872
PNMAL2,Q9ULN7
GPR143,P51810
NAGLU,P54802
NEU1,Q99519
CENPH,Q9H3R5
GAREML,Q75VX8
BUB3,O43684
HPS4,Q9NQG7
GTF3C2,Q8WUA4
MYO5A,Q9Y4I1
RPP21,Q9H633
ANKRD52,Q8NB46
JMJD7,P0C870
ZFP69B,Q9UJL9
ARHGDIG,Q99819
OTUD7B,Q6GQQ9
MAST2,Q6P0Q8
MRPS36,P82909
PLEK,P08567
SPIC,Q8N5J4
C12orf43,Q96C57
IRAK3,Q9Y616
NFATC2IP,Q8NCF5
CCL23,P55773
CCNC,P24863
USP12,O75317
SHROOM2,Q13796
GIP,P09681
PLP2,Q04941
TMEM176A,Q96HP8
SIDT1,Q9NXL6
RANBP2,P49792
IRAK1,P51617
TMEM212,A6NML5
ZFP69,Q49AA0
CYP3A7,P24462
MOGS,Q13724
TLK1,Q9UKI8
MARK2,Q7KZI7
IRF2BPL,Q9H1B7
POR,P16435
MOCS1,Q9NZB8
CALM3,P62158
CDHR5,Q9HBB8
ECT2L,Q008S8
DAZ4,Q86SG3
CCDC59,Q9P031
RIOK2,Q9BVS4
CTNND1,O60716
PHLDA1,Q8WV24
PEX3,P56589
TMEM92,Q6UXU6
PPARG,P37231
CIPC,Q9C0C6
CLPX,O76031
KCNIP3,Q9Y2W7
RGS17,Q9UGC6
HDAC3,O15379
SDR9C7,Q8NEX9
SLC44A4,Q53GD3
SRRD,Q9UH36
C4A,P0C0L4
JADE2,Q9NQC1
EXO5,Q9H790
RAB44,Q7Z6P3
CDK7,P50613
RPL21,P46778
NAF1,Q96HR8
USP38,Q8NB14
MED8,Q96G25
RDH16,O75452
MTRNR2L7,P0CJ74
ARPP19,P56211
AARS2,Q5JTZ9
C2orf71,A6NGG8
OASL,Q15646
PTGIR,P43119
LEKR1,Q6ZMV7
STRN3,Q13033
NKAP,Q8N5F7
TNFAIP1,Q13829
BRD2,P25440
PDIA2,Q13087
DIDO1,Q9BTC0
CWF19L2,Q2TBE0
MRO,Q9BYG7
HNRNPUL1,Q9BUJ2
STXBP1,P61764
GNG8,Q9UK08
MRPL10,Q7Z7H8
BTN3A3,O00478
FGG,P02679
ABCC10,Q5T3U5
GART,P22102
RASL11A,Q6T310
DACT3,Q96B18
NPY1R,P25929
RPL8,P62917
TDRD15,B5MCY1
MRPL53,Q96EL3
PIK3R3,Q92569
PRICKLE3,O43900
SGMS2,Q8NHU3
MAP2K6,P52564
TMEM53,Q6P2H8
MAP3K10,Q02779
PTPRD,P23468
FIBP,O43427
CILP,O75339
TRAPPC1,Q9Y5R8
MTRNR2L2,P0CJ69
UST,Q9Y2C2
FAS,P25445
VPS26A,O75436
CELA3B,P08861
GID8,Q9NWU2
ZNF248,Q8NDW4
C14orf132,Q9NPU4
CPNE5,Q9HCH3
FBXO48,Q5FWF7
NPY5R,Q15761
WWC3,Q9ULE0
GFOD1,Q9NXC2
TKTL2,Q9H0I9
CCT4,P50991
PIK3C2B,O00750
PARP16,Q8N5Y8
MRPL22,Q9NWU5
HADHA,P40939
ZNF684,Q5T5D7
SNX9,Q9Y5X1
NR2F1,P10589
CCDC85B,Q15834
KLHL29,Q96CT2
CYP3A4,P08684
CYP2U1,Q7Z449
DEFB130,Q30KQ2
PECR,Q9BY49
PTRH1,Q86Y79
CELA3A,P09093
ENTHD2,Q96N21
IRF1,P10914
KIF4B,Q2VIQ3
SPNS1,Q9H2V7
SLC45A2,Q9UMX9
TTC9B,Q8N6N2
OTUD1,Q5VV17
SZT2,Q5T011
MAB21L2,Q9Y586
TFIP11,Q9UBB9
CYP26B1,Q9NR63
ULK2,Q8IYT8
TSPAN1,O60635
TMA16,Q96EY4
GTF3A,Q92664
ACP1,P24666
FOSL1,P15407
MMAA,Q8IVH4
DSEL,Q8IZU8
RGMB,Q6NW40
AXIN1,O15169
CCL18,P55774
C9orf117,Q5JU67
IGDCC3,Q8IVU1
FAM86B2,P0C5J1
FHIT,P49789
SLIT2,O94813
SLC15A4,Q8N697
SLC17A9,Q9BYT1
SAR1B,Q9Y6B6
CNTD2,Q9H8S5
C11orf68,Q9H3H3
MKI67,P46013
IGF2BP1,Q9NZI8
OPRM1,P35372
MYO1F,O00160
BMP6,P22004
C1orf228,Q6PIY5
CLCN4,P51793
ANO4,Q32M45
CDC42,P60953
SGCD,Q92629
SLC5A8,Q8N695
AP5S1,Q9NUS5
OPN4,Q9UHM6
CPNE3,O75131
GAB1,Q13480
BHLHE23,Q8NDY6
RPS3A,P61247
PPIL1,Q9Y3C6
NAP1L6,A6NFF2
RIMS3,Q9UJD0
MAP7,Q14244
FZD7,O75084
TMEM63C,Q9P1W3
C10orf55,Q5SWW7
NAP1L2,Q9ULW6
TYRP1,P17643
CENPT,Q96BT3
MCMBP,Q9BTE3
MARCH1,Q8TCQ1
RFFL,Q8WZ73
PPP2R3A,Q06190
MTIF3,Q9H2K0
CCL3,P10147
FCAR,P24071
CDX4,O14627
DTX1,Q86Y01
SYP,P08247
HADH,Q16836
CLIP4,Q8N3C7
DDX3Y,O15523
MRPL28,Q13084
YTHDF1,Q9BYJ9
DPCD,Q9BVM2
ZNF518A,Q6AHZ1
GPR182,O15218
XYLT2,Q9H1B5
DRAP1,Q14919
NYAP2,Q9P242
TTC16,Q8NEE8
MDM4,O15151
LURAP1L,Q8IV03
RHOXF2B,P0C7M4
CRIM1,Q9NZV1
CAMK4,Q16566
CTNNB1,P35222
CHIC1,Q5VXU3
FAM214A,Q32MH5
MPP7,Q5T2T1
MSH3,P20585
IRS1,P35568
ACTL9,Q8TC94
TAB2,Q9NYJ8
OR2Z1,Q8NG97
MTHFD1L,Q6UB35
RHOXF1,Q8NHV9
PARP2,Q9UGN5
IGDCC4,Q8TDY8
LNX2,Q8N448
DLK2,Q6UY11
BLNK,Q8WV28
PRPF40B,Q6NWY9
SPTBN5,Q9NRC6
ZCCHC13,Q8WW36
C4orf51,C9J302
FUCA2,Q9BTY2
RHOXF2,Q9BQY4
POLR1D,Q9Y2S0
BIRC7,Q96CA5
ZFP57,Q9NU63
HLA-E,P13747
MID1,O15344
TPST2,O60704
LRRN2,O75325
ZBTB33,Q86T24
PRKD2,Q9BZL6
TEKT4,Q8WW24
BDKRB2,P30411
SLC16A2,P36021
SLC45A4,Q5BKX6
GSX1,Q9H4S2
RCOR2,Q8IZ40
TXNDC5,Q8NBS9
TOR2A,Q8N2E6
ONECUT1,Q9UBC0
GDNF,P39905
C2orf66,Q6UXQ4
SLC17A5,Q9NRA2
RHBDD1,Q8TEB9
MFSD8,Q8NHS3
CLSTN2,Q9H4D0
PDX1,P52945
HELB,Q8NG08
ALKBH8,Q96BT7
ATP5EP2,Q5VTU8
CBWD3,Q5JTY5
MAVS,Q7Z434
LDB3,O75112
ZBTB39,O15060
APLF,Q8IW19
WSB2,Q9NYS7
FTSJ2,Q9UI43
HCCS,P53701
VPS45,Q9NRW7
SUPV3L1,Q8IYB8
NKAIN4,Q8IVV8
CDX2,Q99626
OSBPL5,Q9H0X9
SIRT5,Q9NXA8
SON,P18583
ELMO2,Q96JJ3
ERGIC2,Q96RQ1
RLIM,Q9NVW2
URAD,A6NGE7
SPATS1,Q496A3
LONRF1,Q17RB8
METTL25,Q8N6Q8
MAP4K2,Q12851
CLEC4M,Q9H2X3
CRYBB1,P53674
ME2,P23368
LRAT,O95237
TMEM169,Q96HH4
AP4S1,Q9Y587
WNT4,P56705
TMEM8A,Q9HCN3
ARSG,Q96EG1
KIAA2022,Q5QGS0
CPNE4,Q96A23
FAM172A,Q8WUF8
FAM131B,Q86XD5
CRYBA4,P53673
NCR1,O76036
ZC3H15,Q8WU90
MOB2,Q70IA6
ZNF827,Q17R98
KIAA1217,Q5T5P2
MN1,Q10571
ELAC1,Q9H777
GPR141,Q7Z602
PAX8,Q06710
SYNPR,Q8TBG9
TIMD4,Q96H15
MECP2,P51608
NUDT1,P36639
WDR72,Q3MJ13
REPS1,Q96D71
HLA-F,P30511
NAA40,Q86UY6
RBM46,Q8TBY0
TMEM255A,Q5JRV8
GLT1D1,Q96MS3
TGFB1,P01137
CHD1,O14646
WEE1,P30291
EPDR1,Q9UM22
RASAL1,O95294
AKT2,P31751
MICAL3,Q7RTP6
SART1,O43290
NIF3L1,Q9GZT8
EHD4,Q9H223
UBA52,P62987
GIN1,Q9NXP7
POMGNT1,Q8WZA1
GPR20,Q99678
NPY2R,P49146
VCL,P18206
TAC3,Q9UHF0
NELFCD,Q8IXH7
MGMT,P16455
ZBTB40,Q9NUA8
CCDC97,Q96F63
TRIM61,Q5EBN2
FAM218A,Q96MZ4
ARHGAP6,O43182
CHL1,O00533
PTP4A3,O75365
HAVCR1,Q96D42
TRIM60,Q495X7
SUMO4,Q6EEV6
CCNL1,Q9UK58
EXOC6B,Q9Y2D4
NR2F2,P24468
ZNF517,Q6ZMY9
LRRC46,Q96FV0
COQ10A,Q96MF6
NME4,O00746
FOXD4L3,Q6VB84
POLL,Q9UGP5
RAB3IP,Q96QF0
DUSP8,Q13202
ZMIZ1,Q9ULJ6
AMACR,Q9UHK6
FLT3,P36888
CDK12,Q9NYV4
NME8,Q8N427
COX8A,P10176
CEACAM8,P31997
XRCC5,P13010
PROKR1,Q8TCW9
TDRD1,Q9BXT4
LAMA3,Q16787
CNGB3,Q9NQW8
PITPNB,P48739
IL5,P05113
SYNJ2,O15056
GTF2H4,Q92759
KRTAP5-1,Q6L8H4
CRLF1,O75462
EIF1AD,Q8N9N8
CNTROB,Q8N137
ZC3H12D,A2A288
KRTAP5-2,Q701N4
TMEM192,Q8IY95
NFYC,Q13952
STARD4,Q96DR4
ELMOD1,Q8N336
SPATA8,Q6RVD6
SMAD4,Q13485
RBM5,P52756
SWAP70,Q9UH65
PGAP1,Q75T13
AMELX,Q99217
UNC13C,Q8NB66
TRAF4,Q9BUZ4
FAHD2A,Q96GK7
NLRP7,Q8WX94
ZNF25,P17030
RECQL5,O94762
C19orf60,Q96EN9
CHRNA1,P02708
ARFGAP1,Q8N6T3
C4orf29,Q0P651
EPHA8,P29322
PSG3,Q16557
SMARCA5,O60264
LURAP1,Q96LR2
SH2D3C,Q8N5H7
C6orf89,Q6UWU4
PRDM9,Q9NQV7
ARRDC4,Q8NCT1
TMEM199,Q8N511
BANF1,O75531
TMEM91,Q6ZNR0
PGM5,Q15124
DECR2,Q9NUI1
NAP1L1,P55209
COL4A4,P53420
MAP9,Q49MG5
FAM169B,Q8N8A8
IPCEF1,Q8WWN9
BLOC1S5,Q8TDH9
CDC5L,Q99459
DONSON,Q9NYP3
LSM6,P62312
SH3D19,Q5HYK7
MRPL27,Q9P0M9
GOLGA8M,H3BSY2
TNXB,P22105
FBLN7,Q53RD9
CST6,Q15828
SCT,P09683
BDKRB1,P46663
KCNJ16,Q9NPI9
KRTAP5-3,Q6L8H2
MARCH10,Q8NA82
SLN,O00631
ABCB7,O75027
TMEM59L,Q9UK28
PAN3,Q58A45
KRTAP5-5,Q701N2
LEF1,Q9UJU2
SUMO1,P63165
MAP3K5,Q99683
TTC28,Q96AY4
RSL24D1,Q9UHA3
EBF3,Q9H4W6
HAVCR2,Q8TDQ0
PLEKHO1,Q53GL0
DRD4,P21917
KIF2C,Q99661
CYP3A43,Q9HB55
DENND2A,Q9ULE3
KRTAP5-6,Q6L8G9
C17orf97,Q6ZQX7
PHAX,Q9H814
CATSPER1,Q8NEC5
TSEN2,Q8NCE0
KLHL2,O95198
AOC1,P19801
THAP11,Q96EK4
TMTC2,Q8N394
TRIM43,Q96BQ3
PSG8,Q9UQ74
GAL3ST3,Q96A11
CNTN6,Q9UQ52
CACNA1F,O60840
KIF11,P52732
OTUB1,Q96FW1
IFITM10,A6NMD0
CCDC125,Q86Z20
MSL3,Q8N5Y2
IL1R2,P27930
CCL4,P13236
ZNF33A,Q06730
ATAD2B,Q9ULI0
CRHR1,P34998
GLRX3,O76003
ULK4,Q96C45
LAT,O43561
RAD54L,Q92698
CCDC141,Q6ZP82
NUTF2,P61970
RAB27A,P51159
PLA2G4D,Q86XP0
E2F3,O00716
LRFN2,Q9ULH4
SBF2,Q86WG5
GPR26,Q8NDV2
DPP8,Q6V1X1
SLC35F2,Q8IXU6
PARP10,Q53GL7
NEUROD2,Q15784
CCDC138,Q96M89
MEN1,O00255
IGF1R,P08069
MEX3C,Q5U5Q3
PHACTR2,O75167
TRIM42,Q8IWZ5
C17orf89,A1L188
APBA2,Q99767
UNC5CL,Q8IV45
PPIP5K2,O43314
KIAA1456,Q9P272
ARHGAP25,P42331
CRYZL1,O95825
CDK9,P50750
KLHL26,Q53HC5
ZDHHC22,Q8N966
SEC23IP,Q9Y6Y8
RAB11FIP3,O75154
SEC24A,O95486
ZYX,Q15942
C1QA,P02745
SNTN,A6NMZ2
ATG2B,Q96BY7
B4GALNT2,Q8NHY0
ZNF7,P17097
DEAF1,O75398
NLRP2,Q9NX02
C1QC,P02747
NGB,Q9NPG2
AP3M1,Q9Y2T2
EME1,Q96AY2
C5orf17,Q8NAS9
PPIL4,Q8WUA2
PIGB,Q92521
POU5F2,Q8N7G0
ZNF334,Q9HCZ1
SLC25A36,Q96CQ1
TMEM104,Q8NE00
HLA-G,P17693
GUCY1A3,Q02108
SLC10A7,Q0GE19
PRRT1,Q99946
ANKRD36C,Q5JPF3
FGF3,P11487
FAM189A1,O60320
OPN1LW,P04000
C1QB,P02746
LRRC41,Q15345
CCDC142,Q17RM4
CDK2,P24941
IFT122,Q9HBG6
CAMLG,P49069
RAB39A,Q14964
PGPEP1L,A6NFU8
NDNL2,Q96MG7
CTSD,P07339
CAPN15,O75808
TJAP1,Q5JTD0
ROPN1L,Q96C74
KIAA2018,Q68DE3
VSIG10,Q8N0Z9
EVI5L,Q96CN4
UQCRH,P07919
AKAP12,Q02952
C16orf11,P0CG20
ANP32E,Q9BTT0
MACROD1,Q9BQ69
FNDC3B,Q53EP0
