"from","to","neighborhood","neighborhood_transferred","fusion","cooccurence","homology","coexpression","coexpression_transferred","experiments","experiments_transferred","database","database_transferred","textmining","textmining_transferred","combined_score","i.weight"
"9606.ENSP00000274335","9606.ENSP00000303351",258,284,1,207,614,160,84,576,111,900,312,159,72,912,0.190288126074468
"9606.ENSP00000274335","9606.ENSP00000307046",258,284,1,207,613,160,84,285,109,900,312,53,74,901,0.208599927902782
"9606.ENSP00000274335","9606.ENSP00000309845",258,284,1,207,612,160,84,936,84,900,312,414,98,995,0.182011157941959
"9606.ENSP00000274335","9606.ENSP00000314897",258,284,1,207,612,160,77,576,149,900,312,92,63,905,0.0106349631658448
"9606.ENSP00000274335","9606.ENSP00000330382",258,284,1,207,612,160,71,462,84,900,312,91,345,905,0.0388407170471124
"9606.ENSP00000274335","9606.ENSP00000331504",258,284,1,207,612,160,71,576,107,900,312,130,110,959,0.254170138650734
"9606.ENSP00000274335","9606.ENSP00000340944",258,284,1,207,612,160,71,912,88,900,312,360,105,993,0.397937917312388
"9606.ENSP00000274335","9606.ENSP00000341189",258,284,1,207,612,160,71,809,88,900,312,300,91,985,0.117146172314705
"9606.ENSP00000274335","9606.ENSP00000343204",258,284,1,207,612,160,71,576,84,900,312,234,192,966,0.190406591136039
"9606.ENSP00000274335","9606.ENSP00000352121",258,284,1,207,612,160,71,564,568,900,312,505,174,979,0.0461156117154495
"9606.ENSP00000274335","9606.ENSP00000352336",258,284,1,207,613,160,71,873,568,900,312,151,80,987,0.0197217228729525
"9606.ENSP00000274335","9606.ENSP00000352575",258,284,1,207,613,160,71,564,568,900,312,126,80,958,0.190579285494101
"9606.ENSP00000274335","9606.ENSP00000358548",258,284,1,207,613,160,71,576,149,900,312,392,86,936,0.00922611448307933
"9606.ENSP00000274335","9606.ENSP00000361021",258,284,1,207,611,160,72,293,247,900,312,583,73,968,0.0328257483790202
"9606.ENSP00000274335","9606.ENSP00000361125",258,284,1,207,611,160,72,293,247,900,312,204,73,916,0.129591304834338
"9606.ENSP00000274335","9606.ENSP00000362082",258,284,1,207,611,160,72,576,101,900,312,143,98,915,0.00893689248481319
"9606.ENSP00000274335","9606.ENSP00000369375",258,284,1,207,611,160,90,564,196,900,312,102,69,965,0.061625832476292
"9606.ENSP00000274335","9606.ENSP00000384675",258,284,1,207,618,160,71,964,84,900,312,207,129,996,0.270345580000201
"9606.ENSP00000274335","9606.ENSP00000386896",258,284,1,207,618,160,71,274,84,900,312,109,129,907,0.212454590102147
"9606.ENSP00000274335","9606.ENSP00000394932",258,284,1,207,618,160,71,687,88,900,312,242,70,920,0.0325040896743749
"9606.ENSP00000274335","9606.ENSP00000401303",258,284,1,207,618,160,71,999,84,900,312,343,63,999,0.389936719436856
"9606.ENSP00000274335","9606.ENSP00000428340",258,284,1,207,612,160,71,175,84,900,312,100,123,906,0.0507253411196208
"9606.ENSP00000274335","9606.ENSP00000449241",258,284,1,207,612,160,71,576,132,900,312,92,102,958,0.266647853932219
"9606.ENSP00000275493","9606.ENSP00000282588",258,72,377,527,621,160,72,227,82,900,312,111,150,907,0.0482795560759141
"9606.ENSP00000275493","9606.ENSP00000289153",258,72,377,527,626,160,72,293,232,900,312,343,488,973,0.132908976085956
"9606.ENSP00000275493","9606.ENSP00000300574",258,72,377,527,614,160,72,982,96,800,312,912,150,999,0.298855457656338
"9606.ENSP00000275493","9606.ENSP00000303351",258,72,377,527,648,160,72,425,203,900,312,300,149,935,0.184974277073393
"9606.ENSP00000275493","9606.ENSP00000309845",258,72,377,527,631,160,72,536,590,900,312,973,586,999,0.0396576935665886
"9606.ENSP00000275493","9606.ENSP00000330382",258,72,377,527,612,160,72,738,114,800,312,570,99,910,0.0151890566224837
"9606.ENSP00000275493","9606.ENSP00000340944",258,72,377,527,623,160,72,936,363,900,312,928,761,999,0.250810536836229
"9606.ENSP00000275493","9606.ENSP00000341189",258,72,377,527,646,160,72,829,434,800,312,928,103,976,0.109035079184046
"9606.ENSP00000275493","9606.ENSP00000341940",258,72,377,527,646,160,72,576,149,800,312,160,584,966,0.0176031333712004
"9606.ENSP00000275493","9606.ENSP00000343204",258,72,377,527,627,160,72,562,101,900,312,508,425,968,0.0079738121445026
"9606.ENSP00000275493","9606.ENSP00000352121",258,72,377,527,611,160,72,696,99,800,312,357,488,928,0.00253673044622659
"9606.ENSP00000275493","9606.ENSP00000352336",258,72,377,527,620,160,72,950,232,800,312,137,199,993,0.128583408511076
"9606.ENSP00000275493","9606.ENSP00000356155",258,72,377,527,620,160,72,884,114,900,312,160,89,904,0.049347837527988
"9606.ENSP00000275493","9606.ENSP00000357380",258,72,377,527,625,160,72,976,232,900,312,912,117,997,0.0817657398643493
"9606.ENSP00000275493","9606.ENSP00000358548",258,72,377,527,649,160,72,293,590,900,312,973,586,999,0.0415445099301327
"9606.ENSP00000275493","9606.ENSP00000359635",258,72,377,527,649,160,72,227,79,800,312,903,447,988,0.343446320671944
"9606.ENSP00000275493","9606.ENSP00000361021",258,72,377,527,635,160,72,994,64,900,312,963,342,974,0.0567978378768443
"9606.ENSP00000275493","9606.ENSP00000361125",258,72,377,527,635,160,72,994,64,800,312,960,97,991,0.0282436329330294
"9606.ENSP00000275493","9606.ENSP00000384675",258,72,377,527,614,160,72,995,231,900,312,519,377,999,0.10172036998466
"9606.ENSP00000275493","9606.ENSP00000386896",258,72,377,527,615,160,72,293,149,900,312,325,70,929,0.211015996023539
"9606.ENSP00000275493","9606.ENSP00000401303",258,72,377,527,698,160,72,999,524,900,312,960,760,999,0.138882243219547
"9606.ENSP00000275493","9606.ENSP00000409667",258,72,377,527,619,160,72,425,216,900,312,185,147,924,0.0462652199414452
"9606.ENSP00000275605","9606.ENSP00000333667",258,147,377,337,789,160,71,270,149,900,312,472,317,969,0.139609493846676
"9606.ENSP00000276440","9606.ENSP00000300574",258,462,3,527,608,160,71,651,452,900,312,879,684,977,0.0308718157141184
"9606.ENSP00000276925","9606.ENSP00000329357",258,176,3,283,854,160,72,570,91,900,312,254,90,968,0.057512889872081
"9606.ENSP00000276925","9606.ENSP00000337056",258,176,3,260,901,160,72,570,102,900,312,870,541,909,0.143400005254117
"9606.ENSP00000276925","9606.ENSP00000362082",258,176,3,220,748,160,78,168,75,800,312,565,139,909,0.0678212485469947
"9606.ENSP00000276925","9606.ENSP00000362287",258,176,3,220,748,160,78,168,95,900,312,41,103,911,0.127593575856975
"9606.ENSP00000276925","9606.ENSP00000362300",258,176,3,220,748,160,78,168,95,900,312,41,103,911,0.218690761052905
"9606.ENSP00000276925","9606.ENSP00000362306",258,176,3,220,748,160,78,168,95,900,312,41,103,911,0.19549769384913
"9606.ENSP00000276925","9606.ENSP00000394932",258,84,3,512,978,160,73,230,119,900,312,908,90,903,0.779475291850729
"9606.ENSP00000276927","9606.ENSP00000343204",258,179,3,512,978,160,69,576,102,800,312,580,86,912,0.0889902653994053
"9606.ENSP00000282588","9606.ENSP00000295550",258,277,62,527,611,160,143,576,149,900,312,101,176,902,0.45402228933556
"9606.ENSP00000282588","9606.ENSP00000297268",258,277,62,527,903,160,143,576,149,900,312,125,78,908,0.407224584444704
"9606.ENSP00000282588","9606.ENSP00000297904",258,277,62,527,903,160,143,576,149,900,312,63,78,902,0.0640975402707859
"9606.ENSP00000282588","9606.ENSP00000303351",258,277,62,527,903,160,143,917,149,900,312,722,78,997,0.645700396798143
"9606.ENSP00000282588","9606.ENSP00000341189",258,277,62,527,899,160,143,570,149,900,312,270,101,923,0.0548800390384318
"9606.ENSP00000282588","9606.ENSP00000361125",258,277,62,527,611,160,143,570,149,900,312,206,97,917,0.446042681507372
"9606.ENSP00000282588","9606.ENSP00000374309",258,277,62,527,717,160,143,564,149,900,312,216,92,964,0.0900096783625001
"9606.ENSP00000282588","9606.ENSP00000400365",258,277,62,527,653,160,143,576,149,900,312,195,92,920,0.36127170062827
"9606.ENSP00000282588","9606.ENSP00000401303",258,277,62,527,653,160,143,576,149,900,312,80,92,904,0.231555774573428
"9606.ENSP00000288135","9606.ENSP00000300574",258,81,25,205,617,160,65,914,89,800,312,346,65,988,0.0428608087878336
"9606.ENSP00000288135","9606.ENSP00000309845",258,462,25,205,632,160,65,576,113,900,312,647,92,967,0.233401465282196
"9606.ENSP00000288135","9606.ENSP00000330382",258,283,25,205,682,160,65,121,73,800,312,507,128,906,0.2791295698947
"9606.ENSP00000288135","9606.ENSP00000331504",258,283,25,205,641,160,65,166,108,900,312,235,103,926,0.169457477327053
"9606.ENSP00000288135","9606.ENSP00000340944",258,65,25,205,714,160,65,916,83,900,312,909,377,999,0.139225620969941
"9606.ENSP00000288135","9606.ENSP00000351015",258,546,25,205,682,160,65,809,80,900,312,908,125,908,0.302532581910258
"9606.ENSP00000288135","9606.ENSP00000352121",258,82,25,205,610,160,65,952,88,800,312,266,147,993,0.00233941600106691
"9606.ENSP00000288135","9606.ENSP00000356155",258,462,25,205,612,160,63,860,88,900,312,344,147,915,0.344179113775978
"9606.ENSP00000288135","9606.ENSP00000358548",258,462,25,205,612,160,65,860,113,900,312,649,92,967,0.154449099702536
"9606.ENSP00000288135","9606.ENSP00000359635",258,86,25,205,612,160,65,77,75,800,312,477,223,911,0.273852694333944
"9606.ENSP00000288135","9606.ENSP00000361125",258,86,25,205,628,160,65,77,145,800,312,941,88,987,0.121515529311962
"9606.ENSP00000288135","9606.ENSP00000370912",258,136,25,205,649,160,65,591,80,900,312,844,125,971,0.0715132786440732
"9606.ENSP00000288135","9606.ENSP00000384675",258,462,25,205,615,160,69,576,102,900,312,216,105,928,0.232227335522937
"9606.ENSP00000288135","9606.ENSP00000401303",258,238,25,205,638,160,65,185,103,900,312,899,65,991,0.316975379929505
"9606.ENSP00000288135","9606.ENSP00000428340",258,462,25,205,639,160,65,194,63,800,312,561,92,910,0.0440360023248513
"9606.ENSP00000289153","9606.ENSP00000300574",258,215,156,507,610,160,65,317,102,800,312,100,428,920,0.244115720711723
"9606.ENSP00000289153","9606.ENSP00000309845",258,215,156,507,610,160,73,158,532,800,312,345,372,956,0.0181478190354134
"9606.ENSP00000289153","9606.ENSP00000340944",258,215,156,507,611,160,70,517,99,800,312,198,763,958,0.482292157367959
"9606.ENSP00000289153","9606.ENSP00000347032",258,215,156,507,611,160,66,296,149,900,312,99,167,927,0.0268164449277285
"9606.ENSP00000289153","9606.ENSP00000352121",258,215,156,507,811,160,81,296,104,900,312,568,128,911,0.408577556774637
"9606.ENSP00000289153","9606.ENSP00000352336",258,215,156,507,811,160,81,296,254,900,312,81,376,951,0.337902667329144
"9606.ENSP00000289153","9606.ENSP00000352575",258,215,156,507,811,160,81,296,97,900,312,59,106,913,0.451700323765731
"9606.ENSP00000289153","9606.ENSP00000358548",258,215,156,507,727,160,66,570,532,800,312,325,372,955,0.107809429253831
"9606.ENSP00000289153","9606.ENSP00000360777",258,215,156,507,727,160,74,570,97,900,312,61,106,914,0.0508290726347945
"9606.ENSP00000289153","9606.ENSP00000361021",258,215,156,507,727,160,71,576,724,900,312,568,767,996,0.233285892754113
"9606.ENSP00000289153","9606.ENSP00000369375",258,215,156,507,964,160,73,859,88,900,312,197,147,929,0.118541176730823
"9606.ENSP00000289153","9606.ENSP00000372437",258,215,156,507,964,160,73,859,588,800,312,96,767,905,0.00300720319239069
"9606.ENSP00000289153","9606.ENSP00000373399",258,215,156,507,964,160,73,859,149,900,312,200,167,935,0.0562470394310408
"9606.ENSP00000289153","9606.ENSP00000384675",258,215,156,507,964,160,75,120,73,900,312,196,349,944,0.278130359908187
"9606.ENSP00000289153","9606.ENSP00000409667",258,215,156,507,610,160,74,120,298,900,312,101,200,944,0.445365646518439
"9606.ENSP00000295550","9606.ENSP00000297268",258,249,75,252,611,160,66,576,74,900,312,634,90,926,0.82101821531414
"9606.ENSP00000295550","9606.ENSP00000303351",258,249,75,252,615,160,179,174,74,900,312,160,78,915,0.738544266281994
"9606.ENSP00000297268","9606.ENSP00000297904",258,156,2,203,611,160,112,812,76,900,312,284,78,903,0.0845038631627474
"9606.ENSP00000297268","9606.ENSP00000303351",258,156,2,203,644,160,115,812,76,900,312,206,170,928,0.682402639300726
"9606.ENSP00000297268","9606.ENSP00000329357",258,156,2,203,623,160,114,576,76,900,312,859,97,985,0.293469722916515
"9606.ENSP00000297268","9606.ENSP00000341189",258,156,2,203,610,160,76,576,76,800,312,101,614,924,0.0290741283472222
"9606.ENSP00000297904","9606.ENSP00000300574",258,222,177,202,889,160,135,576,222,900,312,111,79,907,0.278242114083675
"9606.ENSP00000297904","9606.ENSP00000303351",258,222,177,202,889,160,135,576,222,900,312,61,88,902,0.0123008039498555
"9606.ENSP00000297904","9606.ENSP00000361125",258,222,177,202,640,160,135,576,222,900,312,870,363,931,0.150059891362258
"9606.ENSP00000297904","9606.ENSP00000369375",258,222,177,202,640,160,135,576,222,800,312,626,129,929,0.045092532560983
"9606.ENSP00000297904","9606.ENSP00000384675",258,222,177,202,640,160,135,576,222,900,312,159,78,903,0.0812085995649967
"9606.ENSP00000297904","9606.ENSP00000451040",258,222,177,202,736,160,135,576,222,900,312,817,93,921,0.0651874410005042
"9606.ENSP00000300574","9606.ENSP00000330382",258,85,6,221,761,160,72,519,95,900,312,195,141,916,0.0622576520704907
"9606.ENSP00000300574","9606.ENSP00000340944",258,85,6,221,637,160,181,317,81,900,312,720,380,949,0.394263763611953
"9606.ENSP00000300574","9606.ENSP00000341189",258,85,6,221,637,160,157,962,81,900,312,725,622,999,0.0941030834406316
"9606.ENSP00000300574","9606.ENSP00000369375",258,85,6,221,637,160,182,962,100,900,312,157,65,914,0.143519078905664
"9606.ENSP00000300574","9606.ENSP00000384675",258,85,6,221,637,160,180,983,236,900,312,400,190,999,0.213183629311368
"9606.ENSP00000300574","9606.ENSP00000401303",258,85,6,221,636,160,157,947,105,900,312,728,380,963,0.076497993807888
"9606.ENSP00000300574","9606.ENSP00000428340",258,85,6,221,638,160,157,950,452,900,312,126,738,908,0.0798039344265409
"9606.ENSP00000301067","9606.ENSP00000367203",258,63,2,449,637,160,72,898,281,900,312,943,614,998,0.302092176463361
"9606.ENSP00000301067","9606.ENSP00000384048",258,63,2,449,609,160,115,746,107,900,312,757,163,948,0.591069894431239
"9606.ENSP00000302716","9606.ENSP00000357380",258,72,6,507,705,160,66,569,78,900,312,562,65,954,0.174271473592911
"9606.ENSP00000302716","9606.ENSP00000381008",258,72,6,507,705,160,66,569,78,900,312,754,157,974,0.0221150366421105
"9606.ENSP00000302716","9606.ENSP00000417498",258,72,6,507,608,160,66,569,78,900,312,703,157,927,0.0123686449927911
"9606.ENSP00000302716","9606.ENSP00000436812",258,72,6,507,608,160,66,569,78,900,312,700,157,968,0.00504814969709821
"9606.ENSP00000303351","9606.ENSP00000307046",258,129,20,240,939,160,71,576,84,900,312,125,100,914,0.49130263173036
"9606.ENSP00000303351","9606.ENSP00000341189",258,129,20,240,939,160,112,569,110,900,312,515,150,981,0.0411936667917694
"9606.ENSP00000303351","9606.ENSP00000354923",258,129,20,240,939,160,64,576,103,900,312,240,179,936,0.0705826459782192
"9606.ENSP00000303351","9606.ENSP00000361021",258,129,20,240,939,160,102,576,87,900,312,242,91,925,0.389674642822987
"9606.ENSP00000303351","9606.ENSP00000361125",258,129,20,240,939,160,102,576,87,900,312,390,91,936,0.234509401593546
"9606.ENSP00000303351","9606.ENSP00000369375",258,129,20,240,939,160,106,996,84,900,312,324,87,932,0.227219658864872
"9606.ENSP00000303351","9606.ENSP00000374309",258,129,20,240,939,160,106,564,214,900,312,163,373,974,0.143853785882476
"9606.ENSP00000303351","9606.ENSP00000384675",258,129,20,240,939,160,70,569,305,900,312,57,348,901,0.0426114519858018
"9606.ENSP00000303351","9606.ENSP00000386896",258,129,20,240,939,160,70,983,260,900,312,813,563,999,0.00163411760189838
"9606.ENSP00000303351","9606.ENSP00000392423",258,129,20,240,939,160,70,983,229,900,312,313,92,928,0.266311424604788
"9606.ENSP00000303351","9606.ENSP00000400365",258,129,20,240,939,160,70,567,75,900,312,163,373,942,0.506078010245633
"9606.ENSP00000303351","9606.ENSP00000401303",258,129,20,240,939,160,70,567,75,900,312,191,93,920,0.584636356814361
"9606.ENSP00000303351","9606.ENSP00000428340",258,129,20,240,939,160,66,807,108,900,312,263,93,927,0.309952592023952
"9606.ENSP00000303585","9606.ENSP00000333363",258,227,4,200,669,160,108,566,149,900,312,155,445,957,0.0608792167295213
"9606.ENSP00000303585","9606.ENSP00000354791",258,227,4,200,611,160,72,991,106,900,312,354,360,999,0.274186480837458
"9606.ENSP00000303585","9606.ENSP00000380378",258,227,4,200,616,160,135,809,101,900,312,480,198,990,0.39292331113399
"9606.ENSP00000303585","9606.ENSP00000401514",258,227,4,200,616,160,108,576,149,900,312,193,445,952,0.350141177010496
"9606.ENSP00000303585","9606.ENSP00000408910",258,227,4,200,616,160,108,576,149,900,312,570,486,975,0.298819851182067
"9606.ENSP00000305941","9606.ENSP00000359234",258,219,52,247,650,160,227,665,149,360,312,912,90,912,0.118734851053593
"9606.ENSP00000306129","9606.ENSP00000352561",258,83,548,520,805,160,70,570,102,900,312,229,67,902,0.132674365362283
"9606.ENSP00000307046","9606.ENSP00000309845",258,91,384,527,703,160,71,564,149,900,312,115,149,907,0.145861135504919
"9606.ENSP00000307046","9606.ENSP00000340944",258,91,384,527,703,160,71,576,361,900,312,224,78,919,0.301434639048077
"9606.ENSP00000307046","9606.ENSP00000351015",258,91,384,527,709,160,71,576,361,900,312,77,789,990,0.332790228647002
"9606.ENSP00000307046","9606.ENSP00000374309",258,91,384,527,783,160,78,801,361,900,312,136,91,909,0.0997944681409246
"9606.ENSP00000307046","9606.ENSP00000401303",258,91,384,527,783,160,78,576,73,900,312,176,63,914,0.324584195825168
"9606.ENSP00000309845","9606.ENSP00000330382",258,83,24,266,760,160,87,576,119,900,312,502,89,977,0.0767049335501471
"9606.ENSP00000309845","9606.ENSP00000332549",258,83,24,339,733,160,87,576,101,900,312,163,142,918,0.0201636248450116
"9606.ENSP00000309845","9606.ENSP00000340944",258,119,24,308,832,160,69,567,361,900,312,581,387,981,0.00712749684277324
"9606.ENSP00000309845","9606.ENSP00000341189",258,119,24,308,832,160,69,567,98,900,312,417,116,943,0.410804478118206
"9606.ENSP00000309845","9606.ENSP00000343204",258,119,24,308,832,160,73,567,113,900,312,300,150,940,0.409711835071281
"9606.ENSP00000309845","9606.ENSP00000351015",258,119,24,331,734,160,113,576,304,900,312,632,371,991,0.179208834057762
"9606.ENSP00000309845","9606.ENSP00000352121",258,119,24,331,734,160,113,955,149,800,312,359,372,996,0.194186171427845
"9606.ENSP00000309845","9606.ENSP00000352575",258,119,24,331,734,160,103,955,98,900,312,112,222,924,0.0377249139694653
"9606.ENSP00000309845","9606.ENSP00000357130",258,119,24,468,748,160,103,644,128,900,312,357,101,937,0.188104156638397
"9606.ENSP00000309845","9606.ENSP00000358548",258,83,24,527,983,160,110,916,395,900,312,345,379,901,0.180486329995329
"9606.ENSP00000309845","9606.ENSP00000361021",258,83,24,527,734,160,73,353,128,900,312,816,614,932,0.313740794711689
"9606.ENSP00000309845","9606.ENSP00000361125",258,83,24,527,734,160,73,999,113,900,312,926,92,926,0.209211150220728
"9606.ENSP00000309845","9606.ENSP00000369375",258,83,24,527,782,160,87,576,113,900,312,304,92,936,0.232972795995571
"9606.ENSP00000309845","9606.ENSP00000384675",258,83,24,277,706,160,72,999,297,900,312,908,398,999,0.490936216152303
"9606.ENSP00000309845","9606.ENSP00000386896",258,83,24,277,706,160,72,567,79,900,312,242,72,920,0.0177167185443944
"9606.ENSP00000309845","9606.ENSP00000401303",258,83,24,316,791,160,65,569,98,900,312,455,364,962,0.203075916118456
"9606.ENSP00000309845","9606.ENSP00000428340",258,83,24,344,827,160,98,569,241,900,312,265,428,923,0.195692003038894
"9606.ENSP00000311273","9606.ENSP00000333363",258,91,3,239,815,160,108,298,245,900,312,67,68,901,0.0336501497869609
"9606.ENSP00000311273","9606.ENSP00000367841",258,91,3,239,648,160,91,487,297,900,312,324,201,938,0.164532949702386
"9606.ENSP00000311273","9606.ENSP00000373825",258,91,3,239,877,160,91,487,111,900,312,242,188,904,0.500871931399056
"9606.ENSP00000311273","9606.ENSP00000401514",258,91,3,239,924,160,157,487,149,900,312,361,123,914,0.308354332531487
"9606.ENSP00000314897","9606.ENSP00000331504",258,220,166,257,778,160,75,304,79,900,312,74,86,903,0.140301451016089
"9606.ENSP00000314897","9606.ENSP00000361125",258,220,166,257,778,160,75,564,103,800,312,961,78,982,0.589749191010077
"9606.ENSP00000314897","9606.ENSP00000369375",258,220,166,257,761,160,181,996,63,900,312,980,90,999,0.179240033986442
"9606.ENSP00000314897","9606.ENSP00000428340",258,220,166,257,969,160,181,576,63,900,312,910,132,957,0.0194242501579415
"9606.ENSP00000315768","9606.ENSP00000340944",258,219,127,473,649,160,104,234,74,900,312,407,130,943,0.025822343580963
"9606.ENSP00000315768","9606.ENSP00000343204",258,219,127,473,680,160,128,576,240,900,312,972,532,999,0.185446531332385
"9606.ENSP00000315768","9606.ENSP00000343957",258,219,127,473,680,160,72,913,240,900,312,504,518,995,0.12692525232209
"9606.ENSP00000315768","9606.ENSP00000369553",258,219,127,473,898,160,115,576,111,900,312,181,103,914,0.0251010520165625
"9606.ENSP00000315768","9606.ENSP00000369554",258,219,127,473,898,160,115,576,111,900,312,891,103,988,0.0695654911504417
"9606.ENSP00000315768","9606.ENSP00000369564",258,219,127,473,898,160,115,576,111,900,312,61,103,902,0
"9606.ENSP00000315768","9606.ENSP00000369566",258,219,127,473,898,160,115,576,111,900,312,201,103,916,0.127744430870674
"9606.ENSP00000315768","9606.ENSP00000369574",258,219,127,473,898,160,115,576,111,900,312,263,103,923,0.0905529240482362
"9606.ENSP00000315768","9606.ENSP00000369581",258,219,127,473,898,160,115,576,111,900,312,311,168,937,0.241703958104146
"9606.ENSP00000315768","9606.ENSP00000377218",258,219,127,473,898,160,122,576,119,900,312,659,177,969,0.301788222278362
"9606.ENSP00000315768","9606.ENSP00000380073",258,219,127,473,898,160,113,979,149,900,312,816,78,999,0.565941260414865
"9606.ENSP00000315768","9606.ENSP00000411940",258,219,127,473,898,160,71,570,111,900,312,296,103,926,0.0702452902400197
"9606.ENSP00000315768","9606.ENSP00000412897",258,219,127,473,898,160,71,570,111,900,312,151,103,911,0.165845943457975
"9606.ENSP00000320130","9606.ENSP00000354791",258,179,14,526,634,160,135,582,249,900,312,151,112,974,0.315108611016621
"9606.ENSP00000320130","9606.ENSP00000367841",258,179,14,526,638,160,90,569,248,720,312,206,535,960,0.100082142382706
"9606.ENSP00000320130","9606.ENSP00000380378",258,179,14,526,981,160,94,808,73,900,312,72,638,929,0.240895870790199
"9606.ENSP00000320130","9606.ENSP00000408910",258,179,14,526,981,160,94,575,149,900,312,92,187,964,0.325611946214354
"9606.ENSP00000329357","9606.ENSP00000394932",258,87,1,324,612,160,65,576,91,900,312,284,90,970,0.100724423146141
"9606.ENSP00000329357","9606.ENSP00000455307",258,87,1,324,778,160,65,576,81,900,312,166,106,904,0.505047453425845
"9606.ENSP00000330382","9606.ENSP00000340944",258,105,5,399,714,160,92,564,111,900,312,282,134,925,0.248823960771549
"9606.ENSP00000330382","9606.ENSP00000358548",258,105,5,399,889,160,92,566,111,900,312,400,107,937,0.261222155163842
"9606.ENSP00000330382","9606.ENSP00000361021",258,105,5,399,889,160,92,566,111,900,312,472,107,944,0.274609621304987
"9606.ENSP00000330382","9606.ENSP00000361125",258,105,5,399,889,160,92,576,111,900,312,938,107,972,0.139936181626998
"9606.ENSP00000330382","9606.ENSP00000369375",258,105,5,399,889,160,92,576,111,800,312,583,370,942,0.415759011664397
"9606.ENSP00000330382","9606.ENSP00000384675",258,105,5,399,889,160,92,576,111,900,312,166,133,913,0.119009343688247
"9606.ENSP00000330382","9606.ENSP00000428340",258,105,5,399,889,160,92,576,111,800,312,921,106,926,0.233083292220981
"9606.ENSP00000330633","9606.ENSP00000354778",258,94,1,522,714,160,144,576,84,800,312,937,683,998,0.449524360187071
"9606.ENSP00000330633","9606.ENSP00000368314",258,94,1,522,720,160,144,564,63,900,312,648,382,964,0.265695889480027
"9606.ENSP00000331504","9606.ENSP00000343204",258,90,253,527,646,160,73,576,90,900,312,324,65,960,0.0735225877871037
"9606.ENSP00000331504","9606.ENSP00000369375",258,90,253,527,672,160,73,437,84,900,312,126,201,907,0.174351803156262
"9606.ENSP00000331504","9606.ENSP00000370912",258,90,253,527,756,160,73,437,84,900,312,160,123,904,0.635054898303373
"9606.ENSP00000331504","9606.ENSP00000428340",258,90,253,527,620,160,73,154,101,900,312,101,78,909,0.369246541755208
"9606.ENSP00000332549","9606.ENSP00000392423",258,100,1,222,651,160,180,567,101,900,312,505,176,948,0.460436601754604
"9606.ENSP00000333253","9606.ENSP00000447879",258,71,287,526,746,160,120,644,91,900,312,910,151,917,0
"9606.ENSP00000333363","9606.ENSP00000354791",258,70,13,229,700,160,110,812,194,900,312,92,538,964,0.00312063722440138
"9606.ENSP00000333363","9606.ENSP00000367841",258,70,13,229,700,160,80,150,297,900,312,173,201,938,0.340243818703665
"9606.ENSP00000333363","9606.ENSP00000373825",258,70,13,229,817,160,74,150,83,900,312,418,223,903,0.0385266032550546
"9606.ENSP00000333363","9606.ENSP00000380378",258,70,13,229,790,160,94,150,414,900,312,112,555,973,0.0699702675530686
"9606.ENSP00000333363","9606.ENSP00000408910",258,70,13,229,819,160,73,150,226,900,312,151,126,919,0.0295585740308104
"9606.ENSP00000337056","9606.ENSP00000362082",258,176,2,460,716,160,78,359,75,800,312,561,139,908,0.145625870819742
"9606.ENSP00000337056","9606.ENSP00000362287",258,176,2,460,716,160,78,359,95,900,312,561,103,911,0.285566709049511
"9606.ENSP00000337056","9606.ENSP00000362300",258,176,2,460,716,160,78,359,95,900,312,561,103,911,0.221819041639009
"9606.ENSP00000337056","9606.ENSP00000362306",258,176,2,460,716,160,78,359,95,900,312,561,103,911,0.00784644160991431
"9606.ENSP00000337056","9606.ENSP00000394932",258,84,2,499,862,160,73,161,119,900,312,813,541,912,0.0977067459643732
"9606.ENSP00000337056","9606.ENSP00000417281",258,227,2,499,862,160,73,161,165,900,312,254,182,922,0.115613460767311
"9606.ENSP00000340944","9606.ENSP00000341189",258,116,1,375,647,160,72,914,149,900,312,912,366,999,0.19718030844047
"9606.ENSP00000340944","9606.ENSP00000343204",258,116,1,375,647,160,223,914,174,900,312,937,448,999,0.46834354825357
"9606.ENSP00000340944","9606.ENSP00000351015",258,116,1,375,615,160,110,812,292,900,312,910,73,913,0.553423994083716
"9606.ENSP00000340944","9606.ENSP00000352121",258,116,1,375,710,160,89,576,100,800,312,200,763,981,0.0289761157312441
"9606.ENSP00000340944","9606.ENSP00000352575",258,116,1,375,613,160,89,809,73,900,312,324,82,983,0.151554698265573
"9606.ENSP00000340944","9606.ENSP00000358548",258,116,1,375,616,160,69,566,361,900,312,536,387,979,0.0883871548995835
"9606.ENSP00000340944","9606.ENSP00000361125",258,116,1,375,614,160,72,564,101,900,312,418,199,939,0.15454580489958
"9606.ENSP00000340944","9606.ENSP00000362082",258,116,1,375,615,160,140,576,83,900,312,212,368,917,0.18874496519507
"9606.ENSP00000340944","9606.ENSP00000369375",258,116,1,375,614,160,72,564,83,900,312,876,368,996,0.20788804817913
"9606.ENSP00000340944","9606.ENSP00000369554",258,116,1,375,614,160,72,564,83,900,312,56,368,901,0.0573199882564598
"9606.ENSP00000340944","9606.ENSP00000384675",258,116,1,375,619,160,110,804,74,900,312,649,200,993,0.467218835649193
"9606.ENSP00000340944","9606.ENSP00000401303",258,116,1,375,614,160,223,564,79,900,312,814,791,971,0.206957056398524
"9606.ENSP00000340944","9606.ENSP00000428340",258,116,1,375,617,160,113,576,258,900,312,310,645,928,0.125679785400827
